title,id,release_year,main_character_name,main_character_gender,country,main_character_role
Gulliver's Travels,tt0489718,1979,Julie Bennett,Female,Australia,queen
Clay,tt0059040,1965,Jean Lebedew,Male,Australia,sculptor
The Intruders,tt0130795,1969,Ed Devereaux,Male,Australia,ranger
The Haunting of Hewie Dowker,tt0209017,1976,John Waters,Male,Australia,officer
Beyond Reason,tt0130502,1970,George Dixon,Male,Australia,dr.
The Trespassers,tt0075350,1976,Judy Morris,Female,Australia,actress
Dead Easy,tt0352279,1970,Peter Carmody,Male,Australia,professor
Now and Then,tt0440679,1979,Tony Barry,Male,Australia,manager
"God Knows Why, But It Works",tt1808159,1976,Henri Szeps,Male,Australia,dr.
Demonstrator,tt0123792,1971,Joe James,Male,Australia,minister
A Recollection... Hanging Rock 1900,tt6984168,1975,Patricia Lovell,Female,Australia,producer
Leisure,tt0074787,1976,Alexander Archdale,Male,Australia,commentator
Dalmas,tt0123781,1973,Peter Whittle,Male,Australia,runner
Taxi,tt1163322,1979,Steve Bisley,Male,Australia,driver
Man of Destiny,tt4083836,1963,Edward Hepple,Male,Australia,spy
Inside Looking Out,tt0076199,1978,Briony Behets,Female,Australia,babysitter
The Big Deal,tt3727996,1961,Don Crosby,Male,Australia,worker
One Good Reason,tt1808366,1973,Bill Hunter,Male,Australia,archer
Olives Don't Float,tt9531468,1978,Peter Cummins,Male,Australia,presenter
Posting Woomera,tt7208526,1960,Stewart Ginn,Male,Australia,narrator
The First Animated Step,tt10215664,1975,Richard Meikle,Male,Australia,narrator
Braddock Bush Nurse,tt13677876,1975,Lionel Long,Male,Australia,narrator
Marloo: Life Cycle of the Red Kangaroo,tt1813491,1970,John Dease,Male,Australia,narrator
Skilled craftsmen: Five Australians,tt12164312,1979,Rod Mullinar,Male,Australia,narrator
150 Years of Wool,tt5019840,1960,John Noble,Male,Australia,interviewer
Australian Landscape Artists,tt6610234,1961,James Condon,Male,Australia,narrator
Mighty Morphin Power Rangers: The Movie,tt0113820,1995,Karan Ashley,Female,Australia,ranger
Babe,tt0112431,1995,Christine Cavanaugh,Female,Australia,farmer
The Man from Snowy River,tt0084296,1982,Tom Burlinson,Male,Australia,leader
The Year of Living Dangerously,tt0086617,1982,Linda Hunt,Female,Australia,foreign correspondent
Gallipoli,tt0082432,1981,Mark Lee,Male,Australia,sprinter
Shine,tt0117631,1996,Geoffrey Rush,Male,Australia,pianist
Bad Boy Bubby,tt0106341,1993,Nicholas Hope,Male,Australia,career
The Power of One,tt0105159,1992,Nomadlozi Kubheka,Male,Australia,nanny
Holy Smoke,tt0144715,1999,Kate Winslet,Female,Australia,specialist
Phar Lap,tt0086102,1983,Tom Burlinson,Male,Australia,preparation
Wide Sargasso Sea,tt0108565,1993,Karina Lombard,Female,Australia,heiress
A Cry in the Dark,tt0094924,1988,Meryl Streep,Female,Australia,chamberlain
The Pirate Movie,tt0084504,1982,Kristy McNichol,Female,Australia,king
Agatha Christie's Miss Marple: The Murder at the Vicarage,tt0170266,1986,Joan Hickson,Female,Australia,inspector
Paradise Road,tt0119859,1997,Glenn Close,Female,Australia,volunteer
An Angel at My Table,tt0099040,1990,Kerry Fox,Female,Australia,author
The Delinquents,tt0097182,1989,Kylie Minogue,Female,Australia,caretaker
Next of Kin,tt0084408,1982,Jacki Kerin,Male,Australia,resident
Young Einstein,tt0096486,1988,Yahoo Serious,Male,Australia,farmer
Paperback Hero,tt0180037,1999,Claudia Karvan,Female,Australia,author
Dead End Drive-In,tt0090915,1986,Ned Manning,Male,Australia,responsible
Howling III,tt0093227,1987,Barry Otto,Male,Australia,prof.
The Time Guardian,tt0094152,1987,Tom Burlinson,Male,Australia,historian
Cosi,tt0115951,1996,Ben Mendelsohn,Male,Australia,director
Dating the Enemy,tt0116036,1996,Guy Pearce,Male,Australia,presenter
Komodo,tt0172669,1999,Jill Hennessy,Female,Australia,psychiatrist
Shame,tt0093952,1988,Deborra-Lee Furness,Female,Australia,lawyer
